Visitors,Orders,Customer Type,Device Type,Date,Rate
2772,12,PROSPECT,Tablet,2019-03-20,0.432900433
10019,49,PROSPECT,Desktop,2019-03-21,0.489070766
278565,801,UNDETERMINED,Mobile Phone,2019-03-21,0.28754509699999997
185557,2219,UNDETERMINED,Desktop,2019-03-21,1.195858954
56338,374,CUSTOMER,Mobile Phone,2019-03-21,0.663850332
29032,240,UNDETERMINED,Tablet,2019-03-21,0.826674015
7882,142,CUSTOMER,Tablet,2019-03-21,1.801573205
83629,1897,CUSTOMER,Desktop,2019-03-21,2.268351888
12103,58,PROSPECT,Mobile Phone,2019-03-21,0.47922002799999996
1451,3,PROSPECT,Tablet,2019-03-21,0.206753963
141618,3812,CUSTOMER,Desktop,2019-03-22,2.691748224
17231,314,CUSTOMER,Tablet,2019-03-22,1.8222970230000002
21237,94,UNDETERMINED,Tablet,2019-03-22,0.44262372299999997
104594,947,CUSTOMER,Mobile Phone,2019-03-22,0.9054056640000001
113672,472,UNDETERMINED,Desktop,2019-03-22,0.415229784
231106,435,UNDETERMINED,Mobile Phone,2019-03-22,0.188225317
22989,109,PROSPECT,Mobile Phone,2019-03-22,0.474139806
3099,14,PROSPECT,Tablet,2019-03-22,0.45175863200000005
16244,98,PROSPECT,Desktop,2019-03-22,0.60329968
3694,8,PROSPECT,Tablet,2019-03-23,0.216567407
12046,62,PROSPECT,Desktop,2019-03-23,0.514693674
228567,344,UNDETERMINED,Mobile Phone,2019-03-23,0.150502916
83569,282,UNDETERMINED,Desktop,2019-03-23,0.33744570399999996
99720,951,CUSTOMER,Mobile Phone,2019-03-23,0.9536702770000001
23609,52,UNDETERMINED,Tablet,2019-03-23,0.220254988
16224,416,CUSTOMER,Tablet,2019-03-23,2.564102564
27964,102,PROSPECT,Mobile Phone,2019-03-23,0.364754685
94438,3081,CUSTOMER,Desktop,2019-03-23,3.2624579089999997
23377,61,UNDETERMINED,Tablet,2019-03-24,0.26094024
28092,112,PROSPECT,Mobile Phone,2019-03-24,0.398690019
3773,8,PROSPECT,Tablet,2019-03-24,0.212032865
15487,414,CUSTOMER,Tablet,2019-03-24,2.673209789
92998,825,CUSTOMER,Mobile Phone,2019-03-24,0.887115852
79655,316,UNDETERMINED,Desktop,2019-03-24,0.396710815
223721,317,UNDETERMINED,Mobile Phone,2019-03-24,0.141694343
86970,2756,CUSTOMER,Desktop,2019-03-24,3.168908819
11502,64,PROSPECT,Desktop,2019-03-24,0.55642497
3597,11,PROSPECT,Tablet,2019-03-25,0.305810398
140771,4077,CUSTOMER,Desktop,2019-03-25,2.8961931080000003
28191,130,PROSPECT,Mobile Phone,2019-03-25,0.46114008
116726,613,UNDETERMINED,Desktop,2019-03-25,0.525161489
14217,327,CUSTOMER,Tablet,2019-03-25,2.300063304
211886,363,UNDETERMINED,Mobile Phone,2019-03-25,0.171318539
19895,45,UNDETERMINED,Tablet,2019-03-25,0.226187484
93418,850,CUSTOMER,Mobile Phone,2019-03-25,0.909888887
17570,129,PROSPECT,Desktop,2019-03-25,0.734206033
94023,781,CUSTOMER,Mobile Phone,2019-03-26,0.83064782
121250,716,UNDETERMINED,Desktop,2019-03-26,0.590515464
13932,296,CUSTOMER,Tablet,2019-03-26,2.124605225
134847,3666,CUSTOMER,Desktop,2019-03-26,2.7186366769999997
20906,94,UNDETERMINED,Tablet,2019-03-26,0.449631685
224407,457,UNDETERMINED,Mobile Phone,2019-03-26,0.20364783600000003
26284,107,PROSPECT,Mobile Phone,2019-03-26,0.40709176700000005
3336,18,PROSPECT,Tablet,2019-03-26,0.539568345
16977,122,PROSPECT,Desktop,2019-03-26,0.718619308
2103,31,CUSTOMER,Desktop,2019-03-27,1.474084641
413,2,CUSTOMER,Tablet,2019-03-27,0.48426150100000004
584,0,PROSPECT,Desktop,2019-03-27,0.0
1382,3,PROSPECT,Mobile Phone,2019-03-27,0.21707670000000004
142,0,PROSPECT,Tablet,2019-03-27,0.0
354743,1506,UNDETERMINED,Mobile Phone,2019-03-27,0.42453269
263239,4361,UNDETERMINED,Desktop,2019-03-27,1.656669414
3668,24,CUSTOMER,Mobile Phone,2019-03-27,0.654307525
38170,406,UNDETERMINED,Tablet,2019-03-27,1.063662562
225137,3203,UNDETERMINED,Desktop,2019-03-28,1.422689296
804,1,PROSPECT,Tablet,2019-03-28,0.124378109
5172,25,PROSPECT,Desktop,2019-03-28,0.483372003
340539,1240,UNDETERMINED,Mobile Phone,2019-03-28,0.36412863100000004
32990,265,CUSTOMER,Mobile Phone,2019-03-28,0.8032737190000001
44397,964,CUSTOMER,Desktop,2019-03-28,2.171317882
4031,48,CUSTOMER,Tablet,2019-03-28,1.1907715209999998
6813,31,PROSPECT,Mobile Phone,2019-03-28,0.455012476
35277,296,UNDETERMINED,Tablet,2019-03-28,0.839073617
15102,303,CUSTOMER,Tablet,2019-03-29,2.006356774
140633,3591,CUSTOMER,Desktop,2019-03-29,2.553454737
21094,103,PROSPECT,Mobile Phone,2019-03-29,0.488290509
2675,7,PROSPECT,Tablet,2019-03-29,0.261682243
13312,69,PROSPECT,Desktop,2019-03-29,0.518329327
264810,460,UNDETERMINED,Mobile Phone,2019-03-29,0.173709452
113833,527,UNDETERMINED,Desktop,2019-03-29,0.462958896
108682,937,CUSTOMER,Mobile Phone,2019-03-29,0.8621482859999999
23803,63,UNDETERMINED,Tablet,2019-03-29,0.26467252
16125,464,CUSTOMER,Tablet,2019-03-30,2.87751938
23696,62,UNDETERMINED,Tablet,2019-03-30,0.261647535
29662,111,PROSPECT,Mobile Phone,2019-03-30,0.374216169
92489,2879,CUSTOMER,Desktop,2019-03-30,3.1128026039999996
3854,5,PROSPECT,Tablet,2019-03-30,0.12973534
253532,411,UNDETERMINED,Mobile Phone,2019-03-30,0.16210971400000002
108058,1050,CUSTOMER,Mobile Phone,2019-03-30,0.971700383
84151,378,UNDETERMINED,Desktop,2019-03-30,0.44919252299999995
10996,86,PROSPECT,Desktop,2019-03-30,0.782102583
242940,420,UNDETERMINED,Mobile Phone,2019-03-31,0.17288219300000002
10148,70,PROSPECT,Desktop,2019-03-31,0.689791092
96786,2983,CUSTOMER,Desktop,2019-03-31,3.082057322
16201,409,CUSTOMER,Tablet,2019-03-31,2.524535522
22765,91,UNDETERMINED,Tablet,2019-03-31,0.39973643799999997
85958,407,UNDETERMINED,Desktop,2019-03-31,0.473487052
94933,980,CUSTOMER,Mobile Phone,2019-03-31,1.032306995
24417,80,PROSPECT,Mobile Phone,2019-03-31,0.327640578
3235,7,PROSPECT,Tablet,2019-03-31,0.216383308
