visitors,orders,customer_type,device_type,date,
3071,8,PROSPECT,Tablet,3/19/2019,0.002605015
19697,110,PROSPECT,Desktop,3/19/2019,0.005584607
63,0,PROSPECT,Gaming Console,3/19/2019,0
137946,342,UNDETERMINED,Mobile Phone,3/19/2019,0.002479231
155500,750,UNDETERMINED,Desktop,3/19/2019,0.004823151
84161,688,CUSTOMER,Mobile Phone,3/19/2019,0.008174808
15456,67,UNDETERMINED,Tablet,3/19/2019,0.004334886
13839,317,CUSTOMER,Tablet,3/19/2019,0.022906279
70,0,UNDETERMINED,Gaming Console,3/19/2019,0
160420,4151,CUSTOMER,Desktop,3/19/2019,0.025875826
1641,0,UNDETERMINED,Gaming Console,3/25/2019,0
140771,4077,CUSTOMER,Desktop,3/25/2019,0.028961931
28191,130,PROSPECT,Mobile Phone,3/25/2019,0.004611401
15,0,CUSTOMER,Gaming Console,3/25/2019,0
3597,11,PROSPECT,Tablet,3/25/2019,0.003058104
17570,129,PROSPECT,Desktop,3/25/2019,0.00734206
604,0,PROSPECT,Gaming Console,3/25/2019,0
211886,363,UNDETERMINED,Mobile Phone,3/25/2019,0.001713185
116726,613,UNDETERMINED,Desktop,3/25/2019,0.005251615
93418,850,CUSTOMER,Mobile Phone,3/25/2019,0.009098889
19895,45,UNDETERMINED,Tablet,3/25/2019,0.002261875
14217,327,CUSTOMER,Tablet,3/25/2019,0.023000633
146228,3982,CUSTOMER,Desktop,2/11/2019,0.027231447
22494,97,PROSPECT,Mobile Phone,2/11/2019,0.004312261
18,0,CUSTOMER,Gaming Console,2/11/2019,0
4135,13,PROSPECT,Tablet,2/11/2019,0.003143894
23133,102,PROSPECT,Desktop,2/11/2019,0.004409285
21,0,PROSPECT,Gaming Console,2/11/2019,0
208457,250,UNDETERMINED,Mobile Phone,2/11/2019,0.001199288
176326,528,UNDETERMINED,Desktop,2/11/2019,0.002994453
78626,816,CUSTOMER,Mobile Phone,2/11/2019,0.010378246
24423,41,UNDETERMINED,Tablet,2/11/2019,0.001678745
13255,288,CUSTOMER,Tablet,2/11/2019,0.02172765
265,1,UNDETERMINED,Gaming Console,2/11/2019,0.003773585
21460,125,PROSPECT,Desktop,3/5/2019,0.00582479
142,1,PROSPECT,Gaming Console,3/5/2019,0.007042254
160405,309,UNDETERMINED,Mobile Phone,3/5/2019,0.001926374
160582,665,UNDETERMINED,Desktop,3/5/2019,0.004141186
80715,931,CUSTOMER,Mobile Phone,3/5/2019,0.011534411
17879,50,UNDETERMINED,Tablet,3/5/2019,0.002796577
13119,356,CUSTOMER,Tablet,3/5/2019,0.027136215
793,0,UNDETERMINED,Gaming Console,3/5/2019,0
162106,4505,CUSTOMER,Desktop,3/5/2019,0.027790458
20451,99,PROSPECT,Mobile Phone,3/5/2019,0.004840839
14,0,CUSTOMER,Gaming Console,3/5/2019,0
2817,10,PROSPECT,Tablet,3/5/2019,0.003549876
79075,787,CUSTOMER,Mobile Phone,2/6/2019,0.009952577
22085,37,UNDETERMINED,Tablet,2/6/2019,0.001675345
13652,264,CUSTOMER,Tablet,2/6/2019,0.019337826
80,1,UNDETERMINED,Gaming Console,2/6/2019,0.0125
150209,3329,CUSTOMER,Desktop,2/6/2019,0.022162454
19504,106,PROSPECT,Mobile Phone,2/6/2019,0.005434783
15,1,CUSTOMER,Gaming Console,2/6/2019,0.066666667
3428,7,PROSPECT,Tablet,2/6/2019,0.002042007
21437,98,PROSPECT,Desktop,2/6/2019,0.004571535
18,1,PROSPECT,Gaming Console,2/6/2019,0.055555556
171252,279,UNDETERMINED,Mobile Phone,2/6/2019,0.001629178
155046,535,UNDETERMINED,Desktop,2/6/2019,0.003450589
94438,3081,CUSTOMER,Desktop,3/23/2019,0.032624579
27964,102,PROSPECT,Mobile Phone,3/23/2019,0.003647547
9,0,CUSTOMER,Gaming Console,3/23/2019,0
3694,8,PROSPECT,Tablet,3/23/2019,0.002165674
12046,62,PROSPECT,Desktop,3/23/2019,0.005146937
418,0,PROSPECT,Gaming Console,3/23/2019,0
228567,344,UNDETERMINED,Mobile Phone,3/23/2019,0.001505029
83569,282,UNDETERMINED,Desktop,3/23/2019,0.003374457
99720,951,CUSTOMER,Mobile Phone,3/23/2019,0.009536703
23609,52,UNDETERMINED,Tablet,3/23/2019,0.00220255
16224,416,CUSTOMER,Tablet,3/23/2019,0.025641026
1396,0,UNDETERMINED,Gaming Console,3/23/2019,0
97140,1207,CUSTOMER,Mobile Phone,2/27/2019,0.012425365
20483,59,UNDETERMINED,Tablet,2/27/2019,0.002880437
13761,370,CUSTOMER,Tablet,2/27/2019,0.026887581
350,1,UNDETERMINED,Gaming Console,2/27/2019,0.002857143
160627,4469,CUSTOMER,Desktop,2/27/2019,0.027822222
20778,147,PROSPECT,Mobile Phone,2/27/2019,0.007074791
12,0,CUSTOMER,Gaming Console,2/27/2019,0
2816,8,PROSPECT,Tablet,2/27/2019,0.002840909
19058,139,PROSPECT,Desktop,2/27/2019,0.007293525
41,1,PROSPECT,Gaming Console,2/27/2019,0.024390244
206058,552,UNDETERMINED,Mobile Phone,2/27/2019,0.002678857
171731,975,UNDETERMINED,Desktop,2/27/2019,0.005677484
346,1,PROSPECT,Gaming Console,3/22/2019,0.002890173
231106,435,UNDETERMINED,Mobile Phone,3/22/2019,0.001882253
113672,472,UNDETERMINED,Desktop,3/22/2019,0.004152298
104594,947,CUSTOMER,Mobile Phone,3/22/2019,0.009054057
21237,94,UNDETERMINED,Tablet,3/22/2019,0.004426237
17231,314,CUSTOMER,Tablet,3/22/2019,0.01822297
1160,0,UNDETERMINED,Gaming Console,3/22/2019,0
141618,3812,CUSTOMER,Desktop,3/22/2019,0.026917482
22989,109,PROSPECT,Mobile Phone,3/22/2019,0.004741398
10,0,CUSTOMER,Gaming Console,3/22/2019,0
3099,14,PROSPECT,Tablet,3/22/2019,0.004517586
16244,98,PROSPECT,Desktop,3/22/2019,0.006032997
148401,743,UNDETERMINED,Desktop,3/1/2019,0.005006705
100142,1138,CUSTOMER,Mobile Phone,3/1/2019,0.011363863
18099,61,UNDETERMINED,Tablet,3/1/2019,0.003370352
16156,383,CUSTOMER,Tablet,3/1/2019,0.023706363
213,0,UNDETERMINED,Gaming Console,3/1/2019,0
173188,4778,CUSTOMER,Desktop,3/1/2019,0.027588517
23633,166,PROSPECT,Mobile Phone,3/1/2019,0.007024077
15,1,CUSTOMER,Gaming Console,3/1/2019,0.066666667
3314,14,PROSPECT,Tablet,3/1/2019,0.004224502
21022,137,PROSPECT,Desktop,3/1/2019,0.006516982
46,1,PROSPECT,Gaming Console,3/1/2019,0.02173913
178163,364,UNDETERMINED,Mobile Phone,3/1/2019,0.002043073
22261,137,PROSPECT,Mobile Phone,2/28/2019,0.006154261
14,0,CUSTOMER,Gaming Console,2/28/2019,0
2891,7,PROSPECT,Tablet,2/28/2019,0.002421308
17938,122,PROSPECT,Desktop,2/28/2019,0.006801204
26,0,PROSPECT,Gaming Console,2/28/2019,0
172959,431,UNDETERMINED,Mobile Phone,2/28/2019,0.00249192
159513,906,UNDETERMINED,Desktop,2/28/2019,0.005679788
83127,899,CUSTOMER,Mobile Phone,2/28/2019,0.010814777
17795,61,UNDETERMINED,Tablet,2/28/2019,0.003427929
12091,310,CUSTOMER,Tablet,2/28/2019,0.025638905
116,0,UNDETERMINED,Gaming Console,2/28/2019,0
152206,4046,CUSTOMER,Desktop,2/28/2019,0.026582395
124472,600,UNDETERMINED,Desktop,3/20/2019,0.004820361
108307,806,CUSTOMER,Mobile Phone,3/20/2019,0.007441809
18891,91,UNDETERMINED,Tablet,3/20/2019,0.004817109
15423,361,CUSTOMER,Tablet,3/20/2019,0.023406601
1019,0,UNDETERMINED,Gaming Console,3/20/2019,0
141595,3892,CUSTOMER,Desktop,3/20/2019,0.027486846
20153,84,PROSPECT,Mobile Phone,3/20/2019,0.004168114
9,0,CUSTOMER,Gaming Console,3/20/2019,0
2772,12,PROSPECT,Tablet,3/20/2019,0.004329004
15881,96,PROSPECT,Desktop,3/20/2019,0.006044959
328,0,PROSPECT,Gaming Console,3/20/2019,0
196609,424,UNDETERMINED,Mobile Phone,3/20/2019,0.002156565
171400,4853,CUSTOMER,Desktop,3/4/2019,0.028313886
23459,120,PROSPECT,Mobile Phone,3/4/2019,0.005115308
15,0,CUSTOMER,Gaming Console,3/4/2019,0
3155,14,PROSPECT,Tablet,3/4/2019,0.004437401
22435,131,PROSPECT,Desktop,3/4/2019,0.005839091
143,0,PROSPECT,Gaming Console,3/4/2019,0
165571,323,UNDETERMINED,Mobile Phone,3/4/2019,0.001950825
163578,743,UNDETERMINED,Desktop,3/4/2019,0.004542176
83807,999,CUSTOMER,Mobile Phone,3/4/2019,0.011920245
17209,54,UNDETERMINED,Tablet,3/4/2019,0.003137893
13987,372,CUSTOMER,Tablet,3/4/2019,0.026596125
1022,0,UNDETERMINED,Gaming Console,3/4/2019,0
2491,12,PROSPECT,Tablet,3/15/2019,0.004817342
17123,103,PROSPECT,Desktop,3/15/2019,0.006015301
238,0,PROSPECT,Gaming Console,3/15/2019,0
165910,340,UNDETERMINED,Mobile Phone,3/15/2019,0.002049304
162931,600,UNDETERMINED,Desktop,3/15/2019,0.00368254
79729,876,CUSTOMER,Mobile Phone,3/15/2019,0.010987219
18670,50,UNDETERMINED,Tablet,3/15/2019,0.002678093
14116,322,CUSTOMER,Tablet,3/15/2019,0.022810995
1346,0,UNDETERMINED,Gaming Console,3/15/2019,0
164170,4061,CUSTOMER,Desktop,3/15/2019,0.024736554
16411,96,PROSPECT,Mobile Phone,3/15/2019,0.005849735
14,0,CUSTOMER,Gaming Console,3/15/2019,0
91,1,UNDETERMINED,Gaming Console,2/15/2019,0.010989011
153677,3289,CUSTOMER,Desktop,2/15/2019,0.021402032
20868,97,PROSPECT,Mobile Phone,2/15/2019,0.004648265
15,0,CUSTOMER,Gaming Console,2/15/2019,0
3739,9,PROSPECT,Tablet,2/15/2019,0.002407061
22247,113,PROSPECT,Desktop,2/15/2019,0.005079337
23,0,PROSPECT,Gaming Console,2/15/2019,0
185715,294,UNDETERMINED,Mobile Phone,2/15/2019,0.001583071
159781,554,UNDETERMINED,Desktop,2/15/2019,0.003467246
85510,851,CUSTOMER,Mobile Phone,2/15/2019,0.009952052
20734,59,UNDETERMINED,Tablet,2/15/2019,0.002845568
14192,341,CUSTOMER,Tablet,2/15/2019,0.024027621
3079,10,PROSPECT,Tablet,2/26/2019,0.003247808
22334,104,PROSPECT,Desktop,2/26/2019,0.004656577
97,0,PROSPECT,Gaming Console,2/26/2019,0
188153,398,UNDETERMINED,Mobile Phone,2/26/2019,0.0021153
163959,729,UNDETERMINED,Desktop,2/26/2019,0.004446234
98984,925,CUSTOMER,Mobile Phone,2/26/2019,0.009344945
18940,47,UNDETERMINED,Tablet,2/26/2019,0.002481521
13496,350,CUSTOMER,Tablet,2/26/2019,0.02593361
1156,1,UNDETERMINED,Gaming Console,2/26/2019,0.000865052
161411,3799,CUSTOMER,Desktop,2/26/2019,0.02353619
23473,119,PROSPECT,Mobile Phone,2/26/2019,0.005069654
13,0,CUSTOMER,Gaming Console,2/26/2019,0
10996,86,PROSPECT,Desktop,3/30/2019,0.007821026
591,0,PROSPECT,Gaming Console,3/30/2019,0
253532,411,UNDETERMINED,Mobile Phone,3/30/2019,0.001621097
84151,378,UNDETERMINED,Desktop,3/30/2019,0.004491925
108058,1050,CUSTOMER,Mobile Phone,3/30/2019,0.009717004
23696,62,UNDETERMINED,Tablet,3/30/2019,0.002616475
16125,464,CUSTOMER,Tablet,3/30/2019,0.028775194
1699,2,UNDETERMINED,Gaming Console,3/30/2019,0.001177163
92489,2879,CUSTOMER,Desktop,3/30/2019,0.031128026
29662,111,PROSPECT,Mobile Phone,3/30/2019,0.003742162
14,0,CUSTOMER,Gaming Console,3/30/2019,0
3854,5,PROSPECT,Tablet,3/30/2019,0.001297353
241,1,UNDETERMINED,Gaming Console,3/8/2019,0.004149378
285902,1411,UNDETERMINED,Mobile Phone,3/8/2019,0.004935258
351146,5187,UNDETERMINED,Desktop,3/8/2019,0.014771633
36927,407,UNDETERMINED,Tablet,3/8/2019,0.011021746
84,0,UNDETERMINED,Gaming Console,2/13/2019,0
152603,3475,CUSTOMER,Desktop,2/13/2019,0.022771505
21427,110,PROSPECT,Mobile Phone,2/13/2019,0.00513371
9,0,CUSTOMER,Gaming Console,2/13/2019,0
3924,16,PROSPECT,Tablet,2/13/2019,0.004077472
22727,95,PROSPECT,Desktop,2/13/2019,0.00418005
23,0,PROSPECT,Gaming Console,2/13/2019,0
181897,280,UNDETERMINED,Mobile Phone,2/13/2019,0.001539333
168143,649,UNDETERMINED,Desktop,2/13/2019,0.00385981
83362,767,CUSTOMER,Mobile Phone,2/13/2019,0.009200835
20899,50,UNDETERMINED,Tablet,2/13/2019,0.002392459
13628,267,CUSTOMER,Tablet,2/13/2019,0.019592016
13915,265,CUSTOMER,Tablet,2/19/2019,0.019044197
91,1,UNDETERMINED,Gaming Console,2/19/2019,0.010989011
150879,3385,CUSTOMER,Desktop,2/19/2019,0.022435196
15405,75,PROSPECT,Mobile Phone,2/19/2019,0.004868549
7,0,CUSTOMER,Gaming Console,2/19/2019,0
2941,3,PROSPECT,Tablet,2/19/2019,0.001020061
18469,66,PROSPECT,Desktop,2/19/2019,0.003573556
12,1,PROSPECT,Gaming Console,2/19/2019,0.083333333
181657,330,UNDETERMINED,Mobile Phone,2/19/2019,0.00181661
169224,882,UNDETERMINED,Desktop,2/19/2019,0.005212027
89765,730,CUSTOMER,Mobile Phone,2/19/2019,0.008132346
20888,70,UNDETERMINED,Tablet,2/19/2019,0.003351206
2726,0,UNDETERMINED,Gaming Console,3/27/2019,0
2103,31,CUSTOMER,Desktop,3/27/2019,0.014740846
1382,3,PROSPECT,Mobile Phone,3/27/2019,0.002170767
1,0,CUSTOMER,Gaming Console,3/27/2019,0
142,0,PROSPECT,Tablet,3/27/2019,0
584,0,PROSPECT,Desktop,3/27/2019,0
113,0,PROSPECT,Gaming Console,3/27/2019,0
354743,1506,UNDETERMINED,Mobile Phone,3/27/2019,0.004245327
263239,4361,UNDETERMINED,Desktop,3/27/2019,0.016566694
3668,24,CUSTOMER,Mobile Phone,3/27/2019,0.006543075
38170,406,UNDETERMINED,Tablet,3/27/2019,0.010636626
413,2,CUSTOMER,Tablet,3/27/2019,0.004842615
22154,90,PROSPECT,Desktop,2/14/2019,0.004062472
19,0,PROSPECT,Gaming Console,2/14/2019,0
174687,262,UNDETERMINED,Mobile Phone,2/14/2019,0.001499825
157083,576,UNDETERMINED,Desktop,2/14/2019,0.003666851
82352,690,CUSTOMER,Mobile Phone,2/14/2019,0.008378667
19510,29,UNDETERMINED,Tablet,2/14/2019,0.001486417
13313,259,CUSTOMER,Tablet,2/14/2019,0.019454668
86,0,UNDETERMINED,Gaming Console,2/14/2019,0
144290,3114,CUSTOMER,Desktop,2/14/2019,0.021581537
20957,95,PROSPECT,Mobile Phone,2/14/2019,0.004533092
10,0,CUSTOMER,Gaming Console,2/14/2019,0
3754,15,PROSPECT,Tablet,2/14/2019,0.003995738
5172,25,PROSPECT,Desktop,3/28/2019,0.00483372
274,0,PROSPECT,Gaming Console,3/28/2019,0
340539,1240,UNDETERMINED,Mobile Phone,3/28/2019,0.003641286
225137,3203,UNDETERMINED,Desktop,3/28/2019,0.014226893
32990,265,CUSTOMER,Mobile Phone,3/28/2019,0.008032737
35277,296,UNDETERMINED,Tablet,3/28/2019,0.008390736
4031,48,CUSTOMER,Tablet,3/28/2019,0.011907715
2828,2,UNDETERMINED,Gaming Console,3/28/2019,0.000707214
44397,964,CUSTOMER,Desktop,3/28/2019,0.021713179
6813,31,PROSPECT,Mobile Phone,3/28/2019,0.004550125
4,0,CUSTOMER,Gaming Console,3/28/2019,0
804,1,PROSPECT,Tablet,3/28/2019,0.001243781
